"municipio_geocodigo","epiyear","Xp","Tp","Dc3","Dc6","Dcmax","Dcmed","Dci","Ds3","Ds6","Dsmax","Dsmed","P","Inc"
"150172","2022/2023",5,11,0,0,1,1,5,4,2,9,1,0.0192307692307692,145.267079263426
"150175","2022/2023",2,6,0,0,0,0,1,3,2,25,10.5,0,98.9342820877308
"150178","2022/2023",5,6,0,0,1,1,2,5,3,14,8,0.0192307692307692,49.6350254647964
"150180","2022/2023",23,37,1,0,3,3,2,2,2,25,20,0.0576923076923077,40.581093434829
"150190","2022/2023",1,19,0,0,0,0,1,2,2,31,25.5,0,3.95340005709622
"150195","2022/2023",2,2,0,0,0,0,1,2,2,37,25.5,0,9.86576394926531
"150200","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"150210","2022/2023",27,24,1,1,34,1.5,0,1,0,3,3,0.730769230769231,266.824384724034
"150215","2022/2023",31,19,1,1,27,1.5,1,1,0,3,1,0.596153846153846,583.739003977746
"150220","2022/2023",11,12,0,0,1,1,3,2,1,9,2,0.0769230769230769,103.867117535734
"150230","2022/2023",8,20,0,0,1,1,2,2,2,15,1,0.0384615384615385,80.6591428964291
"150240","2022/2023",27,34,4,2,16,3.5,0,0,0,2,1.5,0.596153846153846,172.796455557168
"150250","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"150260","2022/2023",2,4,0,0,0,0,6,5,4,20,6,0,52.2048668130506
"150270","2022/2023",48,12,3,2,15,2.5,0,2,0,4,2.5,0.538461538461538,1009.54018726207
"150275","2022/2023",3,3,0,0,0,0,0,2,2,36,25,0,14.0544244071296
"150276","2022/2023",21,10,3,1,6,3,3,3,1,13,2.5,0.288461538461538,1158.07620952748
"150277","2022/2023",6,11,0,0,1,1,0,2,2,27,25,0.0192307692307692,48.147189662428
"150280","2022/2023",1,17,0,0,0,0,1,2,2,29,25.5,0,2.79085993371708
"150285","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"150290","2022/2023",3,8,0,0,0,0,4,5,3,17,4.5,0,20.5693038301538
"150293","2022/2023",3,11,0,0,0,0,4,5,2,13,4.5,0,37.3028655836776
"150295","2022/2023",2,15,0,0,0,0,5,5,2,10,2.5,0,80.0369401262121
"150300","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"150304","2022/2023",20,1,1,1,7,2,1,2,1,27,2.5,0.192307692307692,713.497229988342
"150307","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"150309","2022/2023",10,13,1,0,3,2,2,4,3,19,4.5,0.0769230769230769,200.245837523746
"150310","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"150320","2022/2023",20,15,1,0,5,1,9,4,1,6,1,0.153846153846154,353.703967849893
"150330","2022/2023",3,11,0,0,0,0,8,4,1,9,2,0,39.5163580553561
"150340","2022/2023",5,18,0,0,1,1,7,6,2,8,4.5,0.0192307692307692,214.333844676062
"150345","2022/2023",7,37,0,0,1,1,5,3,2,13,1,0.0192307692307692,118.14955928802
"150350","2022/2023",4,7,0,0,0,0,7,4,3,13,2,0,67.0860718993803
"150360","2022/2023",12,14,1,1,6,1,1,1,0,3,1,0.269230769230769,134.182220192286
"150370","2022/2023",34,12,1,1,7,4,4,2,2,13,1.5,0.153846153846154,332.101455899937
"150375","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"150380","2022/2023",20,13,2,1,6,3,4,4,1,6,3,0.269230769230769,436.832702199878
"150390","2022/2023",3,13,0,0,0,0,4,5,4,16,9,0,13.0539664961343
"150400","2022/2023",2,25,0,0,0,0,4,5,2,26,4.5,0,22.4062392758599
"150405","2022/2023",7,18,0,0,1,1,3,2,2,10,2,0.0192307692307692,143.152856968908
"150410","2022/2023",7,37,0,0,1,1,5,2,1,33,2,0.0192307692307692,166.209855924822
"150420","2022/2023",60,13,1,1,36,2,0,1,0,4,4,0.769230769230769,329.810971084336
"150430","2022/2023",2,13,0,0,0,0,4,5,5,18,7,0,18.19722856209
"150440","2022/2023",3,21,0,0,0,0,1,3,3,25,15,0,42.708893716454
"150442","2022/2023",12,11,2,2,9,1,3,0,0,2,1,0.403846153846154,191.155805179458
"150445","2022/2023",6,21,0,0,1,1,3,5,2,10,3,0.0192307692307692,125.419278591257
"150450","2022/2023",2,9,0,0,0,0,1,2,2,30,25.5,0,6.78037927746583
"150460","2022/2023",2,4,0,0,0,0,4,5,5,19,7,0,27.7798553310611
"150470","2022/2023",5,16,0,0,1,1,3,5,2,13,3,0.0192307692307692,28.0434414479907
"150475","2022/2023",1,46,0,0,0,0,7,4,3,13,2,0,37.0950310492544
"150480","2022/2023",53,9,2,1,8,3,4,2,1,13,2,0.25,416.057393772799
"150490","2022/2023",4,29,0,0,0,0,0,3,3,23,16,0,20.9840172407914
"150495","2022/2023",1,12,0,0,0,0,2,3,2,24,11,0,18.7956421219376
"150497","2022/2023",3,9,0,0,0,0,1,2,2,30,18,0,41.1619544804194
"150500","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"150503","2022/2023",14,7,1,0,5,2,4,3,1,9,2.5,0.153846153846154,341.832328852262
"150506","2022/2023",11,2,0,0,2,1,1,4,1,8,3,0.115384615384615,129.085997264848
"150510","2022/2023",3,9,0,0,0,0,6,5,2,12,2.5,0,41.7713934758741
"150520","2022/2023",3,24,0,0,0,0,8,4,1,22,2,0,39.1082145246727
"150530","2022/2023",2,15,0,0,0,0,5,3,3,15,2,0,18.0575981284208
"150540","2022/2023",1,18,0,0,0,0,1,2,2,30,25.5,0,5.38904779670854
"150543","2022/2023",2,7,0,0,0,0,2,4,3,20,11.5,0,14.5188251925071
"150548","2022/2023",3,50,0,0,0,0,7,4,3,7,1,0,80.1257181322519
"150549","2022/2023",3,11,0,0,0,0,3,2,2,23,1,0,153.258758121776
"150550","2022/2023",19,8,1,0,5,1,2,4,1,7,3,0.192307692307692,127.501330567947
"150553","2022/2023",85,4,3,2,33,8,0,1,0,5,5,0.884615384615385,637.477481134452
"150555","2022/2023",9,15,1,0,3,3,5,4,2,11,2.5,0.0576923076923077,803.428958073049
"150560","2022/2023",3,15,0,0,0,0,2,3,2,26,17,0,81.0529761361334
"150563","2022/2023",3,49,0,0,0,0,4,3,3,20,2,0,97.0966521045628
"150565","2022/2023",1,11,0,0,0,0,2,2,2,25,23,0,10.3959559731265
"150570","2022/2023",3,4,0,0,0,0,3,4,4,15,6,0,65.5433106712147
"150580","2022/2023",2,46,0,0,0,0,4,4,3,18,3,0,18.2568590858668
"150590","2022/2023",1,10,0,0,0,0,1,2,2,29,25.5,0,2.32662712891975
"150600","2022/2023",26,11,1,0,5,5,2,2,2,20,10.5,0.0961538461538462,194.303667558505
"150610","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"150611","2022/2023",2,9,0,0,0,0,2,3,3,21,13,0,41.7497982762151
"150613","2022/2023",22,9,2,2,17,1,1,0,0,2,1.5,0.596153846153846,356.161146006833
"150616","2022/2023",31,7,1,0,5,3.5,0,2,2,30,21.5,0.134615384615385,485.703582214571
"150618","2022/2023",10,12,0,0,2,1,2,4,1,7,3,0.134615384615385,161.72790476236
"150619","2022/2023",11,9,2,0,5,1.5,1,2,0,3,1,0.25,408.831677252245
"150620","2022/2023",13,18,0,0,2,1,9,3,1,17,1,0.0961538461538462,130.976514415948
"150630","2022/2023",1,42,0,0,0,0,2,2,2,33,15,0,7.99423492673553
"150635","2022/2023",2,25,0,0,0,0,1,3,2,29,5,0,50.1788058584633
"150640","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"150650","2022/2023",14,13,4,1,7,4,1,1,0,4,2,0.423076923076923,304.013753574217
"150655","2022/2023",6,16,0,0,1,1,7,4,2,14,2.5,0.0192307692307692,141.631485768759
"150658","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"150660","2022/2023",5,41,0,0,1,1,8,5,2,12,2,0.0192307692307692,66.5041177634454
"150670","2022/2023",25,12,4,1,7,4,1,1,1,6,2,0.423076923076923,768.703191527763
"150680","2022/2023",13,11,2,0,4,2,0,1,0,5,1,0.365384615384615,54.0685562477845
"150690","2022/2023",1,36,0,0,0,0,1,2,1,48,25.5,0,15.7595098792428
"150700","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"150710","2022/2023",3,27,0,0,0,0,4,4,2,23,3,0,104.065503453007
"150715","2022/2023",9,13,0,0,1,1,0,2,2,21,20,0.0192307692307692,99.994143699626
"150720","2022/2023",9,30,0,0,2,2,6,3,1,15,1.5,0.0384615384615385,153.929585503148
"150730","2022/2023",4,1,0,0,0,0,2,2,1,21,2,0,56.7346442635693
"150740","2022/2023",3,37,0,0,0,0,4,2,1,39,2,0,38.7707919244914
"150745","2022/2023",4,18,0,0,0,0,6,3,3,14,1,0,87.0146924764617
"150746","2022/2023",2,23,0,0,0,0,3,3,3,18,15,0,87.5161200064796
"150747","2022/2023",27,34,1,0,4,2.5,6,4,2,11,2,0.0961538461538462,488.793557235398
"150750","2022/2023",7,11,1,0,3,2,6,1,0,3,1,0.0769230769230769,693.034185243945
"150760","2022/2023",4,17,0,0,0,0,4,3,2,18,2,0,39.4715436565106
"150770","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"150775","2022/2023",3,11,0,0,0,0,5,5,4,11,5.5,0,230.68233489815
"150780","2022/2023",4,7,0,0,0,0,3,3,0,5,2,0,271.709155089031
"150790","2022/2023",3,4,0,0,0,0,3,3,2,22,2,0,59.6796351278923
"150795","2022/2023",21,46,4,1,9,4,1,2,2,9,2,0.384615384615385,346.56090433008
"150796","2022/2023",6,24,0,0,2,2,6,4,3,14,3.5,0.0384615384615385,175.648816148313
"150797","2022/2023",1,25,0,0,0,0,0,2,2,37,25,0,10.2705195599082
"150800","2022/2023",15,33,2,1,6,2,2,1,0,4,1,0.269230769230769,249.089459488863
"150803","2022/2023",4,9,0,0,0,0,9,5,2,7,2,0,98.9499570106837
"150805","2022/2023",4,9,0,0,0,0,3,4,2,15,1,0,171.033044461282
"150808","2022/2023",41,18,2,1,8,1.5,3,2,0,4,2,0.307692307692308,623.246945759331
"150810","2022/2023",18,24,0,0,1,1,1,1,1,20,2,0.0576923076923077,79.0013004434846
"150812","2022/2023",2,5,0,0,0,0,4,5,3,16,6.5,0,22.402280820249
"150815","2022/2023",18,10,3,0,5,4,3,4,0,5,3,0.307692307692308,409.215339579405
"150820","2022/2023",1,6,0,0,0,0,2,3,2,29,18,0,3.73446047010753
"150830","2022/2023",6,13,0,0,1,1,0,2,2,24,22,0.0192307692307692,20.978755131222
"150835","2022/2023",40,11,3,1,15,2.5,2,2,0,3,1.5,0.480769230769231,2658.33850285203
"150840","2022/2023",84,11,2,2,15,3.5,1,1,1,7,1,0.442307692307692,778.26593183744
"160005","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"160010","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"160015","2022/2023",32,36,1,1,6,6,1,1,1,43,1,0.115384615384615,619.297321553262
"160020","2022/2023",1,25,0,0,0,0,1,2,2,37,25.5,0,8.89415696647673
"160021","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"160023","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"160025","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"160027","2022/2023",32,35,1,1,14,7.5,1,2,1,22,2.5,0.288461538461538,671.122378428209
"160030","2022/2023",63,9,1,1,52,52,0,0,0,0,0,1,349.483116172254
"160040","2022/2023",1,42,0,0,0,0,3,1,1,44,2,0,12.9722717690936
"160050","2022/2023",12,36,0,0,2,1,3,2,1,32,2,0.115384615384615,218.822913996121
"160053","2022/2023",1,32,0,0,0,0,1,2,2,44,25.5,0,5.27141983158827
"160055","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"160060","2022/2023",9,27,0,0,2,1,2,1,0,4,1,0.153846153846154,103.334803378416
"160070","2022/2023",2,42,0,0,0,0,4,5,4,12,6,0,65.1837366577039
"160080","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"170025","2022/2023",2,5,0,0,0,0,3,3,2,25,3,0,303.387216167038
"170030","2022/2023",7,13,0,0,1,1,3,5,0,5,3,0.0192307692307692,1222.50209907641
"170035","2022/2023",67,8,1,0,4,2,0,3,2,21,16,0.134615384615385,4690.68126996069
"170040","2022/2023",7,11,0,0,1,1,0,2,2,27,25,0.0192307692307692,135.888699025405
"170070","2022/2023",5,20,0,0,1,1,3,2,2,16,1,0.0192307692307692,276.015231794407
"170100","2022/2023",2,3,0,0,0,0,6,3,3,13,2,0,112.793371220338
"170105","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"170110","2022/2023",3,20,0,0,0,0,8,6,1,7,2,0,438.736943836686
"170130","2022/2023",1,48,0,0,0,0,2,3,2,38,8,0,36.9476941441457
"170190","2022/2023",5,47,0,0,1,1,0,3,1,21,3,0.0384615384615385,841.278476816465
"170200","2022/2023",3,2,0,0,0,0,4,4,2,18,3,0,167.967569338535
"170210","2022/2023",99,10,2,2,39,25,0,0,0,0,0,0.961538461538462,1217.18441449378
"170215","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"170220","2022/2023",9,12,0,0,1,1,2,3,2,8,3,0.0384615384615385,177.495194525882
"170230","2022/2023",10,18,1,0,3,1,5,3,1,8,1,0.0961538461538462,1415.44743109901
"170240","2022/2023",13,12,1,1,9,1.5,3,1,0,3,1,0.25,1352.32824694721
"170255","2022/2023",12,15,1,1,6,1,0,0,0,2,1,0.288461538461538,933.179797341036
"170270","2022/2023",3,1,0,0,0,0,1,3,3,22,14,0,145.663567580892
"170290","2022/2023",2,44,0,0,0,0,4,5,4,12,7,0,85.1892639683999
"170300","2022/2023",1,46,0,0,0,0,3,4,4,22,10.5,0,37.6116596144805
"170305","2022/2023",3,10,0,0,0,0,4,6,1,19,5,0,402.123299399577
"170307","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"170310","2022/2023",21,15,2,1,7,3,1,3,2,15,13,0.269230769230769,3467.419284806
"170320","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"170330","2022/2023",2,42,0,0,0,0,1,1,1,49,25.5,0,48.3758055850798
"170360","2022/2023",2,14,0,0,0,0,1,3,3,26,16,0,198.996407540816
"170370","2022/2023",3,3,0,0,0,0,6,7,1,12,3,0,373.132840872397
"170380","2022/2023",8,15,0,0,1,1,1,4,2,16,9.5,0.0576923076923077,395.168951010992
"170382","2022/2023",2,42,0,0,0,0,4,3,2,17,2,0,704.627505637988
"170384","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"170386","2022/2023",25,19,1,1,6,3.5,0,2,2,15,2,0.134615384615385,3739.64452829484
"170388","2022/2023",7,24,0,0,1,1,1,5,3,14,6,0.0192307692307692,981.052144122048
"170389","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"170390","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"170410","2022/2023",3,10,0,0,0,0,7,6,5,9,6,0,788.732897031991
"170460","2022/2023",4,7,0,0,0,0,2,4,2,30,4,0,786.825713060802
"170510","2022/2023",5,16,0,0,1,1,4,5,2,15,4,0.0192307692307692,694.223201254942
"170550","2022/2023",21,17,1,1,21,1,1,0,0,2,1,0.5,881.800973718248
"170555","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"170560","2022/2023",2,7,0,0,0,0,3,3,3,19,10,0,226.911291261006
"170600","2022/2023",1,9,0,0,0,0,2,3,3,23,21,0,36.4013741518742
"170610","2022/2023",1,4,0,0,0,0,0,2,2,32,24,0,61.4415729042663
"170625","2022/2023",16,15,0,0,1,1,0,2,2,24,24,0.0384615384615385,2157.28472528327
"170650","2022/2023",3,14,0,0,0,0,2,2,2,25,11,0,116.739628934751
"170700","2022/2023",69,16,2,1,23,1,0,0,0,2,1,0.634615384615385,5160.16550276596
"170710","2022/2023",17,9,1,1,7,2,3,3,2,13,2,0.192307692307692,1684.55264691707
"170720","2022/2023",7,9,0,0,2,1.5,2,2,2,24,1,0.0576923076923077,479.517151215972
"170730","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"170740","2022/2023",2,9,0,0,0,0,5,4,3,19,5,0,104.462114278037
"170755","2022/2023",15,21,1,0,3,3,1,3,2,21,10,0.0576923076923077,1475.07671326287
"170765","2022/2023",10,8,0,0,1,1,0,2,2,28,22,0.0192307692307692,355.45705733364
"170770","2022/2023",2,10,0,0,0,0,0,2,2,29,14,0,101.138414971403
"170820","2022/2023",16,18,1,0,5,1,2,2,1,8,1,0.192307692307692,736.667954547706
"170825","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"170830","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"170900","2022/2023",6,6,0,0,2,1,4,4,2,18,4,0.0769230769230769,305.02639275457
"170930","2022/2023",32,17,1,1,16,1,0,0,0,2,1,0.403846153846154,1249.79563114001
"170950","2022/2023",222,17,4,2,28,6.5,0,0,0,2,2,0.846153846153846,2397.66465174807
"170980","2022/2023",1,18,0,0,0,0,1,2,2,30,25.5,0,61.9545468084473
"171050","2022/2023",4,21,0,0,0,0,2,2,1,13,1,0,714.567418748875
"171070","2022/2023",4,8,0,0,0,0,3,3,2,28,2.5,0,359.796067006555
"171090","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"171110","2022/2023",5,12,0,0,1,1,9,5,2,10,2,0.0192307692307692,1100.24018776179
"171150","2022/2023",5,9,0,0,1,1,8,3,2,13,2,0.0384615384615385,789.795660061597
"171180","2022/2023",1,17,0,0,0,0,1,2,2,29,25.5,0,43.8210248220824
"171190","2022/2023",13,7,0,0,2,2,4,4,1,7,2.5,0.153846153846154,756.454711430498
"171195","2022/2023",1,45,0,0,0,0,3,4,3,21,8,0,139.225051941654
"171200","2022/2023",4,49,0,0,0,0,3,3,2,38,4.5,0,202.583496123643
"171215","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"171240","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"171245","2022/2023",1,41,0,0,0,0,4,2,2,34,6.5,0,143.599302714924
"171250","2022/2023",5,11,0,0,1,1,4,3,3,24,8,0.0192307692307692,168.789724925495
"171270","2022/2023",6,14,0,0,1,1,0,2,2,25,24.5,0.0192307692307692,391.366670201739
"171280","2022/2023",3,9,0,0,0,0,5,4,3,18,4,0,443.025842159873
"171320","2022/2023",18,15,1,1,10,1.5,3,2,0,4,1,0.326923076923077,1066.84723699603
"171330","2022/2023",4,14,0,0,0,0,2,3,3,23,11,0,99.437062664472
"171360","2022/2023",9,12,0,0,1,1,1,3,3,22,14,0.0192307692307692,258.821070026031
"171370","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"171380","2022/2023",1,24,0,0,0,0,3,3,2,36,5.5,0,60.4582034224769
"171395","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"171420","2022/2023",7,14,1,0,3,2,3,3,2,18,2.5,0.0769230769230769,645.344203189276
"171430","2022/2023",2,4,0,0,0,0,3,3,2,27,10.5,0,85.8723474527289
"171488","2022/2023",5,24,0,0,1,1,5,1,0,4,2,0.0192307692307692,487.356926767593
"171500","2022/2023",2,5,0,0,0,0,1,2,2,32,7,0,205.295380007952
"171510","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"171515","2022/2023",5,17,0,0,1,1,4,5,3,15,4,0.0192307692307692,1133.98582517719
"171525","2022/2023",44,14,1,0,4,4,2,4,3,17,11.5,0.0769230769230769,4972.42286085071
"171550","2022/2023",8,7,0,0,2,1.5,2,4,2,18,3,0.0576923076923077,2882.78886995655
"171570","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"171575","2022/2023",8,17,0,0,2,1.5,2,3,2,23,3,0.0576923076923077,418.898217131594
"171610","2022/2023",573,5,2,2,33,11,0,0,0,1,1,0.865384615384615,8283.40581926738
"171620","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"171630","2022/2023",3,4,0,0,0,0,2,2,2,32,16,0,121.461272540409
"171650","2022/2023",5,13,0,0,1,1,6,3,3,10,2,0.0192307692307692,289.757202303994
"171660","2022/2023",12,19,1,0,4,1,2,2,1,9,2,0.173076923076923,1215.12214676951
"171665","2022/2023",4,13,0,0,0,0,2,4,2,16,10,0,474.91204803918
"171670","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"171700","2022/2023",2,2,0,0,0,0,4,5,3,24,5,0,173.828745257317
"171720","2022/2023",4,28,0,0,0,0,3,5,4,14,9,0,525.661815807763
"171750","2022/2023",24,6,1,0,3,2,2,3,3,13,6,0.115384615384615,1214.31251492308
"171780","2022/2023",4,12,0,0,0,0,2,2,2,23,15,0,531.084660489921
"171790","2022/2023",7,13,0,0,2,1.5,2,3,2,13,2,0.0576923076923077,780.791351234263
"171800","2022/2023",1,12,0,0,0,0,2,2,2,24,24,0,68.3594391896777
"171820","2022/2023",56,13,3,1,23,3,0,0,0,1,1,0.692307692307692,1166.6327501368
"171830","2022/2023",3,9,0,0,0,0,4,2,2,25,2,0,74.8697749278813
"171840","2022/2023",2,45,0,0,0,0,4,5,2,16,4,0,356.193216138293
"171845","2022/2023",18,9,1,1,10,5.5,2,3,2,15,4,0.211538461538462,5983.26830407738
"171850","2022/2023",14,8,0,0,2,2,2,3,2,18,3,0.0384615384615385,919.740991208846
"171855","2022/2023",3,27,0,0,0,0,4,5,3,26,6,0,172.797660585518
"171865","2022/2023",2,5,0,0,0,0,2,2,2,21,2,0,501.556647501058
"171870","2022/2023",6,4,0,0,1,1,3,3,3,17,12,0.0192307692307692,465.436518865326
"171875","2022/2023",8,12,0,0,2,2,2,4,3,13,6,0.0384615384615385,757.3178196017
"171880","2022/2023",3,47,0,0,0,0,2,5,4,15,9,0,299.830790759357
"171884","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"171886","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"171888","2022/2023",1,13,0,0,0,0,1,2,2,26,25.5,0,36.6850797547743
"171889","2022/2023",13,7,1,1,10,10,1,3,2,22,14,0.192307692307692,3506.94474086342
"171890","2022/2023",3,12,0,0,0,0,3,4,2,22,4.5,0,294.348945013757
"171900","2022/2023",2,2,0,0,0,0,2,2,2,37,11,0,105.748373101952
"172000","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"172010","2022/2023",6,9,0,0,2,2,1,3,2,21,9.5,0.0769230769230769,563.572709418495
"172015","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"172020","2022/2023",1,8,0,0,0,0,1,2,2,31,25.5,0,7.30388882919364
"172025","2022/2023",4,15,0,0,0,0,5,3,2,17,1.5,0,708.622914812944
"172030","2022/2023",5,2,0,0,2,1.5,1,2,2,28,14,0.0576923076923077,736.968189673302
"172049","2022/2023",9,16,0,0,1,1,3,4,3,9,2.5,0.0192307692307692,900.349244289412
"172065","2022/2023",41,13,1,0,5,5,5,4,0,4,1,0.0961538461538462,2501.25301319841
"172080","2022/2023",4,15,0,0,0,0,4,2,1,16,1.5,0,348.701953539075
"172085","2022/2023",4,21,0,0,0,0,2,3,2,21,3.5,0,1006.79465382358
"172090","2022/2023",10,8,2,0,4,1,4,4,0,5,2,0.211538461538462,918.847825868699
"172093","2022/2023",4,10,0,0,0,0,3,3,2,28,3,0,435.419719489219
"172097","2022/2023",6,22,0,0,1,1,4,2,2,9,2,0.0192307692307692,1842.99131667553
"172100","2022/2023",644,13,2,2,39,25,0,0,0,0,0,0.961538461538462,3262.81307639932
"172110","2022/2023",2,10,0,0,0,0,2,3,2,19,5,0,104.376800248899
"172120","2022/2023",24,11,1,1,8,1,4,3,1,6,2,0.192307692307692,649.55504404061
"172125","2022/2023",1,10,0,0,0,0,0,2,2,28,25,0,101.988781234064
"172130","2022/2023",2,25,0,0,0,0,1,2,2,37,25.5,0,105.06589348945
"172208","2022/2023",1,47,0,0,0,0,6,6,4,9,5.5,0,83.2349956915219
"172210","2022/2023",2,5,0,0,0,0,9,5,3,11,2,0,120.537891424959
"210005","2022/2023",7,5,1,1,6,3.5,1,4,0,5,4,0.134615384615385,84.1478925311698
"210010","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210015","2022/2023",1,3,0,0,0,0,1,2,2,36,25.5,0,8.05194121463533
"210020","2022/2023",1,13,0,0,0,0,1,2,2,26,25.5,0,5.22537966905259
"210030","2022/2023",7,17,0,0,1,1,6,4,2,15,2,0.0384615384615385,133.987758317971
"210040","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210043","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210047","2022/2023",5,9,0,0,1,1,1,3,2,22,4,0.0192307692307692,70.3430898771808
"210050","2022/2023",5,19,0,0,1,1,5,4,3,17,3.5,0.0192307692307692,176.004048093106
"210055","2022/2023",2,18,0,0,0,0,1,2,2,30,25.5,0,27.393399507709
"210060","2022/2023",16,26,1,0,4,1,4,3,1,17,1,0.115384615384615,220.720733092455
"210070","2022/2023",1,40,0,0,0,0,6,4,2,21,4,0,22.9163476189584
"210080","2022/2023",1,2,0,0,0,0,2,3,3,22,14,0,14.1223182871801
"210083","2022/2023",6,28,0,0,1,1,1,3,3,24,10.5,0.0192307692307692,78.7541696167928
"210087","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210090","2022/2023",1,51,0,0,0,0,3,3,3,26,10.5,0,7.36895134862438
"210095","2022/2023",2,9,0,0,0,0,5,6,2,21,4.5,0,22.4209446116434
"210100","2022/2023",33,45,1,1,23,23,4,1,1,17,1,0.442307692307692,1246.60314836691
"210110","2022/2023",1,49,0,0,0,0,1,3,3,29,11,0,24.8298518485506
"210120","2022/2023",45,9,1,1,8,1,4,2,2,17,1.5,0.192307692307692,162.099656353387
"210125","2022/2023",1,41,0,0,0,0,4,4,4,17,6,0,46.4239860237019
"210130","2022/2023",4,14,0,0,0,0,1,2,2,26,25.5,0,23.8664990657069
"210135","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210140","2022/2023",8,10,1,0,3,1,3,1,0,4,1,0.173076923076923,106.60598818321
"210150","2022/2023",2,26,0,0,0,0,3,4,3,21,6,0,36.1462174075814
"210160","2022/2023",14,13,2,0,5,1,3,2,1,15,1.5,0.211538461538462,126.671742753655
"210170","2022/2023",2,4,0,0,0,0,3,3,3,23,6,0,10.4510203885339
"210173","2022/2023",1,3,0,0,0,0,2,3,3,26,15,0,23.4562304484425
"210177","2022/2023",1,52,0,0,0,0,4,5,3,21,8,0,33.4196406263933
"210180","2022/2023",1,8,0,0,0,0,1,2,2,31,25.5,0,17.8532190727313
"210190","2022/2023",2,43,0,0,0,0,3,4,2,26,3.5,0,44.648734666308
"210193","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210197","2022/2023",1,3,0,0,0,0,1,2,2,36,25.5,0,12.8937874260777
"210200","2022/2023",1,42,0,0,0,0,2,2,2,38,10,0,5.76137386607576
"210203","2022/2023",7,15,0,0,1,1,5,5,3,10,3,0.0192307692307692,77.5230981237595
"210207","2022/2023",3,12,0,0,0,0,0,2,2,25,24,0,55.2332771390376
"210210","2022/2023",1,42,0,0,0,0,0,1,1,48,25,0,5.65845972373659
"210215","2022/2023",1,11,0,0,0,0,0,2,2,27,25,0,20.987714115045
"210220","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210230","2022/2023",0,40,0,0,0,0,0,1,1,52,52,0,0
"210232","2022/2023",2,43,0,0,0,0,7,4,2,19,2,0,18.9420626217305
"210235","2022/2023",1,3,0,0,0,0,2,4,2,23,10,0,37.3851664286957
"210237","2022/2023",1,41,0,0,0,0,1,1,1,50,25.5,0,10.1084815019648
