CD_UF;municipio_geocodigo;class_cluster_2010_2019;class_cluster_2020_2022;transition
31;3138906;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3139003;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3139102;Episódico;Episódico;Se manteve
31;3139201;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3139250;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3139300;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3139409;Epidêmico;Epidêmico;Se manteve
31;3139508;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3139607;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3139706;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3139805;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3139904;Episódico;Episódico;Se manteve
31;3140001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3140100;Episódico/Epidêmico;Episódico;Melhorou
31;3140159;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3140209;Episódico;Episódico/Epidêmico;Piorou
31;3140308;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3140407;Episódico;Sem transmissão;Melhorou
31;3140506;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3140530;Episódico;Episódico;Se manteve
31;3140555;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3140605;Episódico;Episódico;Se manteve
31;3140704;Epidêmico;Episódico/Epidêmico;Melhorou
31;3140803;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3140852;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3140902;Episódico/Epidêmico;Episódico;Melhorou
31;3141009;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3141108;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3141207;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3141306;Episódico;Episódico;Se manteve
31;3141405;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3141504;Episódico;Episódico;Se manteve
31;3141603;Episódico;Episódico;Se manteve
31;3141702;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3141801;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3141900;Episódico;Episódico;Se manteve
31;3142007;Episódico/Epidêmico;Epidêmico;Piorou
31;3142106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3142205;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3142254;Episódico;Episódico/Epidêmico;Piorou
31;3142304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3142403;Episódico/Epidêmico;Episódico;Melhorou
31;3142502;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3142601;Episódico/Epidêmico;Episódico;Melhorou
31;3142700;Epidêmico;Epidêmico;Se manteve
31;3142809;Episódico/Epidêmico;Epidêmico;Piorou
31;3142908;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3143005;Episódico;Episódico/Epidêmico;Piorou
31;3143104;Epidêmico;Epidêmico;Se manteve
31;3143153;Episódico;Episódico;Se manteve
31;3143203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3143302;Epidêmico;Transmissão Persistente;Piorou
31;3143401;Episódico/Epidêmico;Episódico;Melhorou
31;3143450;Episódico;Episódico;Se manteve
31;3143500;Episódico/Epidêmico;Epidêmico;Piorou
31;3143609;Episódico/Epidêmico;Episódico;Melhorou
31;3143708;Episódico;Episódico;Se manteve
31;3143807;Episódico;Episódico;Se manteve
31;3143906;Epidêmico;Epidêmico;Se manteve
31;3144003;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3144102;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3144201;Episódico;Episódico;Se manteve
31;3144300;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3144359;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3144375;Episódico/Epidêmico;Epidêmico;Piorou
31;3144409;Episódico;Episódico;Se manteve
31;3144508;Episódico;Episódico/Epidêmico;Piorou
31;3144607;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3144656;Episódico/Epidêmico;Episódico;Melhorou
31;3144672;Episódico;Episódico;Se manteve
31;3144706;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3144805;Epidêmico;Epidêmico;Se manteve
31;3144904;Episódico;Episódico/Epidêmico;Piorou
31;3145000;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3145059;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3145109;Episódico;Episódico/Epidêmico;Piorou
31;3145208;Epidêmico;Epidêmico;Se manteve
31;3145307;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3145356;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3145372;Episódico;Episódico;Se manteve
31;3145406;Episódico;Episódico;Se manteve
31;3145455;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3145505;Episódico;Sem transmissão;Melhorou
31;3145604;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3145703;Episódico;Episódico;Se manteve
31;3145802;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3145851;Episódico;Episódico;Se manteve
31;3145877;Episódico;Episódico;Se manteve
31;3145901;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3146008;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3146107;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3146206;Episódico/Epidêmico;Episódico;Melhorou
31;3146255;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3146305;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3146404;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3146503;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3146552;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3146602;Episódico;Episódico;Se manteve
31;3146701;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3146750;Episódico;Episódico;Se manteve
31;3146909;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3147006;Epidêmico;Epidêmico;Se manteve
31;3147105;Epidêmico;Epidêmico;Se manteve
31;3147204;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3147303;Episódico/Epidêmico;Episódico;Melhorou
31;3147402;Episódico/Epidêmico;Epidêmico;Piorou
31;3147501;Episódico;Episódico;Se manteve
31;3147600;Episódico/Epidêmico;Episódico;Melhorou
31;3147709;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3147808;Episódico;Episódico/Epidêmico;Piorou
31;3147907;Epidêmico;Epidêmico;Se manteve
31;3147956;Episódico;Episódico;Se manteve
31;3148004;Epidêmico;Epidêmico;Se manteve
31;3148103;Episódico/Epidêmico;Epidêmico;Piorou
31;3148202;Episódico;Episódico;Se manteve
31;3148301;Episódico;Episódico;Se manteve
31;3148400;Episódico;Episódico;Se manteve
31;3148509;Episódico/Epidêmico;Episódico;Melhorou
31;3148608;Episódico;Episódico/Epidêmico;Piorou
31;3148707;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3148756;Episódico;Episódico;Se manteve
31;3148806;Episódico;Episódico;Se manteve
31;3148905;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3149002;Episódico;Episódico;Se manteve
31;3149101;Episódico/Epidêmico;Episódico;Melhorou
31;3149150;Episódico;Episódico;Se manteve
31;3149200;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3149309;Episódico/Epidêmico;Epidêmico;Piorou
31;3149408;Episódico;Sem transmissão;Melhorou
31;3149507;Episódico/Epidêmico;Episódico;Melhorou
31;3149606;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3149705;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3149804;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3149903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3149952;Episódico;Episódico;Se manteve
31;3150000;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3150109;Episódico;Episódico;Se manteve
31;3150158;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3150208;Episódico;Episódico;Se manteve
31;3150307;Episódico;Episódico;Se manteve
31;3150406;Episódico;Episódico;Se manteve
31;3150505;Episódico/Epidêmico;Epidêmico;Piorou
31;3150539;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3150570;Episódico;Episódico;Se manteve
31;3150604;Episódico;Episódico;Se manteve
31;3150703;Episódico/Epidêmico;Epidêmico;Piorou
31;3150802;Episódico;Episódico;Se manteve
31;3150901;Episódico;Episódico;Se manteve
31;3151008;Episódico;Episódico;Se manteve
31;3151107;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3151206;Episódico/Epidêmico;Epidêmico;Piorou
31;3151305;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3151404;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3151503;Episódico/Epidêmico;Epidêmico;Piorou
31;3151602;Episódico/Epidêmico;Epidêmico;Piorou
31;3151701;Episódico/Epidêmico;Episódico;Melhorou
31;3151800;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3151909;Episódico;Episódico/Epidêmico;Piorou
31;3152006;Epidêmico;Episódico/Epidêmico;Melhorou
31;3152105;Episódico/Epidêmico;Epidêmico;Piorou
31;3152131;Sem transmissão;Sem transmissão;Se manteve
31;3152170;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3152204;Episódico/Epidêmico;Epidêmico;Piorou
31;3152303;Episódico/Epidêmico;Episódico;Melhorou
31;3152402;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3152501;Episódico/Epidêmico;Epidêmico;Piorou
31;3152600;Episódico;Episódico;Se manteve
31;3152709;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3152808;Episódico/Epidêmico;Epidêmico;Piorou
31;3152907;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3153004;Episódico/Epidêmico;Episódico;Melhorou
31;3153103;Episódico;Episódico;Se manteve
31;3153202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3153301;Episódico;Episódico;Se manteve
31;3153400;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3153509;Episódico;Episódico/Epidêmico;Piorou
31;3153608;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3153707;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3153806;Episódico;Sem transmissão;Melhorou
31;3153905;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3154002;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3154101;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3154150;Episódico;Episódico;Se manteve
31;3154200;Episódico;Episódico/Epidêmico;Piorou
31;3154309;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3154408;Episódico;Sem transmissão;Melhorou
31;3154457;Episódico;Episódico/Epidêmico;Piorou
31;3154507;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3154606;Epidêmico;Epidêmico;Se manteve
31;3154705;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3154804;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3154903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3155009;Episódico;Episódico;Se manteve
31;3155108;Episódico;Episódico/Epidêmico;Piorou
31;3155207;Episódico;Episódico;Se manteve
31;3155306;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3155405;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3155504;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3155603;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3155702;Episódico;Episódico/Epidêmico;Piorou
31;3155801;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3155900;Episódico;Episódico/Epidêmico;Piorou
31;3156007;Episódico;Episódico;Se manteve
31;3156106;Episódico;Episódico/Epidêmico;Piorou
31;3156205;Episódico;Episódico;Se manteve
31;3156304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3156403;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3156452;Episódico;Episódico;Se manteve
31;3156502;Episódico/Epidêmico;Episódico;Melhorou
31;3156601;Episódico/Epidêmico;Episódico;Melhorou
31;3156700;Epidêmico;Epidêmico;Se manteve
31;3156809;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3156908;Epidêmico;Epidêmico;Se manteve
31;3157005;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3157104;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3157203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3157252;Episódico;Episódico;Se manteve
31;3157278;Episódico;Episódico;Se manteve
31;3157302;Episódico;Episódico;Se manteve
31;3157336;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3157377;Episódico;Episódico/Epidêmico;Piorou
31;3157401;Episódico;Episódico;Se manteve
31;3157500;Episódico;Episódico/Epidêmico;Piorou
31;3157609;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3157658;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3157708;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3157807;Epidêmico;Epidêmico;Se manteve
31;3157906;Episódico/Epidêmico;Episódico;Melhorou
31;3158003;Episódico;Episódico;Se manteve
31;3158102;Episódico;Episódico;Se manteve
31;3158201;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3158300;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3158409;Episódico;Episódico/Epidêmico;Piorou
31;3158508;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3158607;Episódico;Episódico;Se manteve
31;3158706;Episódico;Sem transmissão;Melhorou
31;3158805;Episódico/Epidêmico;Episódico;Melhorou
31;3158904;Episódico;Episódico/Epidêmico;Piorou
31;3158953;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3159001;Episódico/Epidêmico;Episódico;Melhorou
31;3159100;Episódico;Sem transmissão;Melhorou
31;3159209;Episódico;Episódico;Se manteve
31;3159308;Episódico;Episódico;Se manteve
31;3159357;Episódico;Episódico;Se manteve
31;3159407;Episódico;Sem transmissão;Melhorou
31;3159506;Episódico;Episódico;Se manteve
31;3159605;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3159704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3159803;Epidêmico;Epidêmico;Se manteve
31;3159902;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3160009;Episódico;Episódico;Se manteve
31;3160108;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3160207;Episódico;Episódico/Epidêmico;Piorou
31;3160306;Episódico/Epidêmico;Episódico;Melhorou
31;3160405;Episódico/Epidêmico;Epidêmico;Piorou
31;3160454;Episódico;Episódico;Se manteve
31;3160504;Sem transmissão;Sem transmissão;Se manteve
31;3160603;Episódico;Episódico/Epidêmico;Piorou
31;3160702;Episódico/Epidêmico;Episódico;Melhorou
31;3160801;Episódico;Sem transmissão;Melhorou
31;3160900;Episódico;Episódico;Se manteve
31;3160959;Episódico;Episódico;Se manteve
31;3161007;Episódico/Epidêmico;Episódico;Melhorou
31;3161056;Episódico;Episódico;Se manteve
31;3161106;Epidêmico;Episódico/Epidêmico;Melhorou
31;3161205;Episódico;Episódico;Se manteve
31;3161304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3161403;Episódico;Episódico;Se manteve
31;3161502;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3161601;Episódico/Epidêmico;Sem transmissão;Melhorou
31;3161650;Episódico;Episódico;Se manteve
31;3161700;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3161809;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3161908;Episódico/Epidêmico;Epidêmico;Piorou
31;3162005;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3162104;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3162203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3162252;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3162302;Episódico;Episódico;Se manteve
31;3162401;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3162450;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3162500;Episódico/Epidêmico;Epidêmico;Piorou
31;3162559;Episódico;Episódico;Se manteve
31;3162575;Episódico;Episódico/Epidêmico;Piorou
31;3162609;Episódico;Episódico;Se manteve
31;3162658;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3162708;Episódico/Epidêmico;Episódico;Melhorou
31;3162807;Episódico;Episódico;Se manteve
31;3162906;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3162922;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3162948;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3162955;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3163003;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3163102;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3163201;Episódico;Episódico/Epidêmico;Piorou
31;3163300;Episódico;Episódico;Se manteve
31;3163409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3163508;Episódico;Episódico;Se manteve
31;3163607;Episódico;Episódico;Se manteve
31;3163706;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3163805;Episódico;Episódico;Se manteve
31;3163904;Episódico/Epidêmico;Episódico;Melhorou
31;3164001;Episódico/Epidêmico;Episódico;Melhorou
31;3164100;Episódico;Episódico/Epidêmico;Piorou
31;3164209;Episódico/Epidêmico;Episódico;Melhorou
31;3164308;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3164407;Episódico;Episódico;Se manteve
31;3164431;Episódico;Episódico;Se manteve
31;3164472;Episódico;Sem transmissão;Melhorou
31;3164506;Episódico;Episódico;Se manteve
31;3164605;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3164704;Epidêmico;Epidêmico;Se manteve
31;3164803;Sem transmissão;Sem transmissão;Se manteve
31;3164902;Episódico;Episódico;Se manteve
31;3165008;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3165107;Episódico/Epidêmico;Epidêmico;Piorou
31;3165206;Episódico;Episódico;Se manteve
31;3165305;Episódico;Episódico;Se manteve
31;3165404;Episódico;Episódico;Se manteve
31;3165503;Episódico;Episódico;Se manteve
31;3165537;Epidêmico;Episódico/Epidêmico;Melhorou
31;3165552;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3165560;Episódico;Episódico;Se manteve
31;3165578;Episódico;Episódico;Se manteve
31;3165602;Episódico;Episódico/Epidêmico;Piorou
31;3165701;Episódico/Epidêmico;Episódico;Melhorou
31;3165800;Episódico;Episódico;Se manteve
31;3165909;Episódico;Episódico/Epidêmico;Piorou
31;3166006;Episódico;Episódico;Se manteve
31;3166105;Episódico;Episódico;Se manteve
31;3166204;Episódico/Epidêmico;Sem transmissão;Melhorou
31;3166303;Episódico;Episódico;Se manteve
31;3166402;Episódico;Episódico;Se manteve
31;3166501;Episódico;Sem transmissão;Melhorou
31;3166600;Episódico;Episódico/Epidêmico;Piorou
31;3166709;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3166808;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3166907;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3166956;Episódico;Episódico/Epidêmico;Piorou
31;3167004;Episódico;Episódico;Se manteve
31;3167103;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3167202;Epidêmico;Epidêmico;Se manteve
31;3167301;Episódico;Episódico;Se manteve
31;3167400;Episódico;Sem transmissão;Melhorou
31;3167509;Episódico;Episódico;Se manteve
31;3167608;Episódico;Episódico/Epidêmico;Piorou
31;3167707;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3167806;Episódico;Episódico;Se manteve
31;3167905;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3168002;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3168051;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3168101;Episódico;Episódico;Se manteve
31;3168200;Episódico;Sem transmissão;Melhorou
31;3168309;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3168408;Episódico/Epidêmico;Episódico;Melhorou
31;3168507;Episódico;Episódico;Se manteve
31;3168606;Epidêmico;Epidêmico;Se manteve
31;3168705;Epidêmico;Epidêmico;Se manteve
31;3168804;Episódico;Episódico;Se manteve
31;3168903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3169000;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3169059;Episódico;Episódico;Se manteve
31;3169109;Episódico;Episódico;Se manteve
31;3169208;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3169307;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3169356;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3169406;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3169505;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3169604;Episódico/Epidêmico;Epidêmico;Piorou
31;3169703;Episódico/Epidêmico;Epidêmico;Piorou
31;3169802;Episódico;Episódico;Se manteve
31;3169901;Epidêmico;Epidêmico;Se manteve
31;3170008;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3170057;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3170107;Epidêmico;Transmissão Persistente;Piorou
31;3170206;Epidêmico;Transmissão Persistente;Piorou
31;3170305;Episódico;Episódico;Se manteve
31;3170404;Epidêmico;Epidêmico;Se manteve
31;3170438;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3170479;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3170503;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3170529;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3170578;Episódico/Epidêmico;Episódico;Melhorou
31;3170602;Episódico;Episódico/Epidêmico;Piorou
31;3170651;Episódico;Episódico;Se manteve
31;3170701;Epidêmico;Epidêmico;Se manteve
31;3170750;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3170800;Epidêmico;Epidêmico;Se manteve
31;3170909;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3171006;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3171030;Episódico/Epidêmico;Episódico;Melhorou
31;3171071;Episódico;Episódico;Se manteve
31;3171105;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3171154;Episódico;Episódico;Se manteve
31;3171204;Epidêmico;Epidêmico;Se manteve
31;3171303;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3171402;Episódico;Episódico;Se manteve
31;3171501;Episódico;Episódico;Se manteve
31;3171600;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3171709;Episódico;Episódico;Se manteve
31;3171808;Episódico;Episódico/Epidêmico;Piorou
31;3171907;Episódico/Epidêmico;Episódico;Melhorou
31;3172004;Epidêmico;Epidêmico;Se manteve
31;3172103;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
31;3172202;Episódico;Sem transmissão;Melhorou
32;3200102;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3200136;Episódico/Epidêmico;Episódico;Melhorou
32;3200169;Episódico/Epidêmico;Episódico;Melhorou
32;3200201;Epidêmico;Episódico;Melhorou
32;3200300;Epidêmico;Episódico/Epidêmico;Melhorou
32;3200359;Episódico/Epidêmico;Episódico;Melhorou
32;3200409;Epidêmico;Episódico/Epidêmico;Melhorou
32;3200508;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3200607;Epidêmico;Epidêmico;Se manteve
32;3200706;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3200805;Epidêmico;Epidêmico;Se manteve
32;3200904;Epidêmico;Episódico/Epidêmico;Melhorou
32;3201001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3201100;Episódico/Epidêmico;Episódico;Melhorou
32;3201159;Episódico;Episódico/Epidêmico;Piorou
32;3201209;Epidêmico;Epidêmico;Se manteve
32;3201308;Epidêmico;Epidêmico;Se manteve
32;3201407;Episódico/Epidêmico;Epidêmico;Piorou
32;3201506;Epidêmico;Epidêmico;Se manteve
32;3201605;Epidêmico;Episódico/Epidêmico;Melhorou
32;3201704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3201803;Episódico;Episódico;Se manteve
32;3201902;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3202009;Episódico;Episódico;Se manteve
32;3202108;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3202207;Episódico/Epidêmico;Epidêmico;Piorou
32;3202256;Episódico/Epidêmico;Episódico;Melhorou
32;3202306;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3202405;Epidêmico;Epidêmico;Se manteve
32;3202454;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3202504;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3202553;Episódico;Episódico;Se manteve
32;3202603;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3202652;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3202702;Episódico/Epidêmico;Epidêmico;Piorou
32;3202801;Epidêmico;Episódico/Epidêmico;Melhorou
32;3202900;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3203007;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3203056;Epidêmico;Epidêmico;Se manteve
32;3203106;Episódico/Epidêmico;Episódico;Melhorou
32;3203130;Episódico/Epidêmico;Episódico;Melhorou
32;3203163;Episódico/Epidêmico;Episódico;Melhorou
32;3203205;Epidêmico;Epidêmico;Se manteve
32;3203304;Episódico/Epidêmico;Episódico;Melhorou
32;3203320;Episódico/Epidêmico;Epidêmico;Piorou
32;3203346;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3203353;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3203403;Episódico/Epidêmico;Epidêmico;Piorou
32;3203502;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3203601;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3203700;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3203809;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3203908;Epidêmico;Episódico/Epidêmico;Melhorou
32;3204005;Episódico/Epidêmico;Episódico;Melhorou
32;3204054;Epidêmico;Epidêmico;Se manteve
32;3204104;Episódico/Epidêmico;Epidêmico;Piorou
32;3204203;Epidêmico;Episódico;Melhorou
32;3204252;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3204302;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3204351;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
32;3204401;Episódico/Epidêmico;Episódico;Melhorou
32;3204500;Episódico/Epidêmico;Episódico;Melhorou
32;3204559;Episódico/Epidêmico;Episódico;Melhorou
32;3204609;Episódico/Epidêmico;Epidêmico;Piorou
