muni_code;dengue_pattern_2010_2016;dengue_pattern_2017_2022;transition
2102200;Episódico;Episódico;Se manteve
2102309;Episódico/Epidêmico;Episódico;Melhorou
2102325;Episódico/Epidêmico;Episódico;Melhorou
2102358;Episódico;Episódico;Se manteve
2102374;Episódico;Episódico;Se manteve
2102408;Sem transmissão;Sem transmissão;Se manteve
2102507;Episódico;Episódico;Se manteve
2102556;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2102606;Episódico;Episódico;Se manteve
2102705;Episódico/Epidêmico;Episódico;Melhorou
2102754;Episódico;Episódico;Se manteve
2102804;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2102903;Episódico;Episódico;Se manteve
2103000;Epidêmico;Episódico/Epidêmico;Melhorou
2103109;Sem transmissão;Sem transmissão;Se manteve
2103125;Episódico;Episódico;Se manteve
2103158;Episódico;Episódico;Se manteve
2103174;Episódico;Episódico;Se manteve
2103208;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2103257;Episódico/Epidêmico;Episódico;Melhorou
2103307;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2103406;Episódico/Epidêmico;Episódico;Melhorou
2103505;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2103554;Episódico;Episódico;Se manteve
2103604;Episódico/Epidêmico;Episódico;Melhorou
2103703;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2103752;Episódico;Episódico;Se manteve
2103802;Episódico/Epidêmico;Episódico;Melhorou
2103901;Episódico;Episódico;Se manteve
2104008;Episódico;Episódico;Se manteve
2104057;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2104073;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2104081;Episódico;Episódico;Se manteve
2104099;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2104107;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2104206;Episódico/Epidêmico;Episódico;Melhorou
2104305;Episódico;Episódico;Se manteve
2104404;Episódico;Episódico;Se manteve
2104503;Episódico/Epidêmico;Episódico;Melhorou
2104552;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2104602;Episódico;Episódico;Se manteve
2104628;Episódico;Episódico;Se manteve
2104651;Episódico;Episódico;Se manteve
2104677;Episódico;Episódico;Se manteve
2104701;Episódico;Episódico;Se manteve
2104800;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2104909;Episódico;Sem transmissão;Melhorou
2105005;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2105104;Episódico;Episódico;Se manteve
2105153;Episódico;Episódico/Epidêmico;Piorou
2105203;Episódico;Episódico/Epidêmico;Piorou
2105302;Epidêmico;Episódico/Epidêmico;Melhorou
2105351;Episódico;Episódico;Se manteve
2105401;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2105427;Episódico;Episódico/Epidêmico;Piorou
2105450;Episódico;Episódico;Se manteve
2105476;Episódico;Episódico;Se manteve
2105500;Episódico/Epidêmico;Episódico;Melhorou
2105609;Episódico;Episódico;Se manteve
2105658;Episódico/Epidêmico;Episódico;Melhorou
2105708;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2105807;Episódico;Episódico;Se manteve
2105906;Episódico;Episódico;Se manteve
2105922;Episódico/Epidêmico;Episódico;Melhorou
2105948;Episódico;Episódico;Se manteve
2105963;Episódico;Episódico;Se manteve
2105989;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2106003;Episódico;Episódico;Se manteve
2106102;Episódico;Episódico;Se manteve
2106201;Episódico;Sem transmissão;Melhorou
2106300;Episódico;Episódico;Se manteve
2106326;Episódico;Episódico;Se manteve
2106359;Sem transmissão;Sem transmissão;Se manteve
2106375;Episódico;Episódico;Se manteve
2106409;Episódico;Episódico;Se manteve
2106508;Episódico;Episódico;Se manteve
2106607;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2106631;Episódico;Episódico;Se manteve
2106672;Episódico;Episódico;Se manteve
2106706;Episódico;Episódico;Se manteve
2106755;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2106805;Episódico;Episódico;Se manteve
2106904;Episódico/Epidêmico;Episódico;Melhorou
2107001;Episódico;Episódico;Se manteve
2107100;Episódico/Epidêmico;Episódico;Melhorou
2107209;Episódico/Epidêmico;Episódico;Melhorou
2107258;Episódico;Episódico;Se manteve
2107308;Episódico/Epidêmico;Episódico;Melhorou
2107357;Episódico;Episódico;Se manteve
2107407;Episódico;Episódico;Se manteve
2107456;Episódico;Episódico;Se manteve
2107506;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2107605;Episódico;Episódico;Se manteve
2107704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2107803;Episódico/Epidêmico;Episódico;Melhorou
2107902;Episódico;Episódico;Se manteve
2108009;Episódico/Epidêmico;Episódico;Melhorou
2108058;Episódico/Epidêmico;Episódico;Melhorou
2108108;Episódico;Episódico/Epidêmico;Piorou
2108207;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2108256;Episódico;Episódico;Se manteve
2108306;Episódico;Episódico;Se manteve
2108405;Episódico;Episódico;Se manteve
2108454;Episódico;Episódico;Se manteve
2108504;Episódico/Epidêmico;Episódico;Melhorou
2108603;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2108702;Episódico/Epidêmico;Episódico;Melhorou
2108801;Episódico;Episódico/Epidêmico;Piorou
2108900;Episódico;Episódico;Se manteve
2109007;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2109056;Episódico;Episódico;Se manteve
2109106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2109205;Episódico;Episódico;Se manteve
2109239;Episódico;Sem transmissão;Melhorou
2109270;Episódico;Episódico;Se manteve
2109304;Episódico/Epidêmico;Episódico;Melhorou
2109403;Episódico;Episódico;Se manteve
2109452;Episódico;Episódico;Se manteve
2109502;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2109551;Episódico;Episódico;Se manteve
2109601;Episódico/Epidêmico;Episódico;Melhorou
2109700;Episódico;Episódico;Se manteve
2109759;Episódico;Episódico;Se manteve
2109809;Episódico/Epidêmico;Episódico;Melhorou
2109908;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2110005;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2110039;Episódico/Epidêmico;Episódico;Melhorou
2110104;Episódico/Epidêmico;Episódico;Melhorou
2110203;Episódico;Episódico/Epidêmico;Piorou
2110237;Episódico;Episódico;Se manteve
2110278;Episódico;Sem transmissão;Melhorou
2110302;Episódico;Sem transmissão;Melhorou
2110401;Episódico;Episódico;Se manteve
2110500;Episódico;Episódico;Se manteve
2110609;Episódico/Epidêmico;Episódico;Melhorou
2110658;Episódico;Episódico;Se manteve
2110708;Episódico/Epidêmico;Episódico;Melhorou
2110807;Episódico;Episódico;Se manteve
2110856;Episódico/Epidêmico;Episódico;Melhorou
2110906;Episódico;Episódico/Epidêmico;Piorou
2111003;Episódico;Episódico;Se manteve
2111029;Episódico;Episódico;Se manteve
2111052;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2111078;Episódico;Episódico;Se manteve
2111102;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2111201;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2111250;Episódico;Episódico;Se manteve
2111300;Epidêmico;Epidêmico;Se manteve
2111409;Episódico;Episódico/Epidêmico;Piorou
2111508;Episódico;Episódico/Epidêmico;Piorou
2111532;Episódico/Epidêmico;Episódico;Melhorou
2111573;Episódico;Episódico/Epidêmico;Piorou
2111607;Episódico;Episódico;Se manteve
2111631;Episódico;Episódico;Se manteve
2111672;Episódico;Episódico;Se manteve
2111706;Episódico;Episódico;Se manteve
2111722;Episódico;Episódico;Se manteve
2111748;Episódico;Episódico;Se manteve
2111763;Episódico;Episódico;Se manteve
2111789;Sem transmissão;Sem transmissão;Se manteve
2111805;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2111904;Episódico;Episódico;Se manteve
2111953;Episódico;Episódico;Se manteve
2112001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2112100;Episódico;Episódico;Se manteve
2112209;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2112233;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2112274;Episódico;Episódico;Se manteve
2112308;Episódico/Epidêmico;Episódico;Melhorou
2112407;Episódico/Epidêmico;Episódico;Melhorou
2112456;Episódico;Episódico;Se manteve
2112506;Episódico/Epidêmico;Episódico;Melhorou
2112605;Episódico;Episódico;Se manteve
2112704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2112803;Episódico/Epidêmico;Episódico;Melhorou
2112852;Episódico/Epidêmico;Episódico;Melhorou
2112902;Episódico;Episódico;Se manteve
2113009;Episódico/Epidêmico;Episódico;Melhorou
2114007;Episódico/Epidêmico;Episódico;Melhorou
2200053;Episódico;Episódico;Se manteve
2200103;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2200202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2200251;Episódico;Episódico/Epidêmico;Piorou
2200277;Episódico;Episódico;Se manteve
2200301;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2200400;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2200459;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2200509;Episódico;Episódico;Se manteve
2200608;Episódico/Epidêmico;Episódico;Melhorou
2200707;Episódico;Episódico;Se manteve
2200806;Episódico;Episódico/Epidêmico;Piorou
2200905;Episódico;Episódico;Se manteve
2200954;Episódico;Episódico;Se manteve
2201002;Episódico;Episódico;Se manteve
2201051;Episódico/Epidêmico;Episódico;Melhorou
2201101;Episódico;Episódico;Se manteve
2201150;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2201176;Episódico;Episódico;Se manteve
2201200;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2201309;Episódico;Episódico;Se manteve
2201408;Episódico/Epidêmico;Episódico;Melhorou
2201507;Episódico/Epidêmico;Episódico;Melhorou
2201556;Episódico;Episódico;Se manteve
2201572;Episódico;Episódico;Se manteve
2201606;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2201705;Episódico;Episódico;Se manteve
2201739;Episódico;Episódico;Se manteve
2201770;Episódico;Episódico;Se manteve
2201804;Episódico;Episódico/Epidêmico;Piorou
2201903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2201919;Sem transmissão;Sem transmissão;Se manteve
2201929;Episódico;Episódico;Se manteve
2201945;Episódico;Episódico;Se manteve
2201960;Episódico/Epidêmico;Episódico;Melhorou
2201988;Sem transmissão;Sem transmissão;Se manteve
2202000;Episódico/Epidêmico;Episódico;Melhorou
2202026;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2202059;Episódico;Episódico;Se manteve
2202075;Episódico;Episódico;Se manteve
2202083;Episódico/Epidêmico;Episódico;Melhorou
2202091;Episódico;Episódico;Se manteve
2202109;Episódico;Episódico;Se manteve
2202117;Episódico;Episódico;Se manteve
2202133;Episódico/Epidêmico;Episódico;Melhorou
2202174;Episódico;Episódico;Se manteve
2202208;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2202251;Sem transmissão;Sem transmissão;Se manteve
2202307;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2202406;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2202455;Episódico;Episódico;Se manteve
2202505;Episódico/Epidêmico;Episódico;Melhorou
2202539;Episódico;Episódico;Se manteve
2202554;Episódico;Episódico;Se manteve
2202604;Episódico/Epidêmico;Episódico;Melhorou
2202653;Episódico;Episódico;Se manteve
2202703;Episódico/Epidêmico;Episódico;Melhorou
2202711;Episódico/Epidêmico;Episódico;Melhorou
2202729;Episódico/Epidêmico;Episódico;Melhorou
2202737;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2202752;Episódico;Episódico;Se manteve
2202778;Episódico;Episódico;Se manteve
2202802;Episódico;Episódico;Se manteve
2202851;Episódico;Episódico;Se manteve
2202901;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2203008;Episódico;Episódico;Se manteve
2203107;Episódico/Epidêmico;Episódico;Melhorou
2203206;Episódico;Episódico/Epidêmico;Piorou
2203230;Episódico;Sem transmissão;Melhorou
2203255;Episódico;Episódico;Se manteve
2203271;Episódico;Episódico;Se manteve
2203305;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2203354;Episódico/Epidêmico;Episódico;Melhorou
2203404;Episódico;Episódico;Se manteve
2203420;Episódico;Episódico;Se manteve
2203453;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2203503;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2203602;Sem transmissão;Episódico;Piorou
2203701;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2203750;Episódico;Episódico;Se manteve
2203800;Episódico;Episódico;Se manteve
2203859;Episódico;Sem transmissão;Melhorou
2203909;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2204006;Episódico;Sem transmissão;Melhorou
2204105;Episódico/Epidêmico;Episódico;Melhorou
2204154;Episódico;Episódico;Se manteve
2204204;Episódico;Episódico;Se manteve
2204303;Episódico/Epidêmico;Episódico;Melhorou
2204352;Episódico;Episódico;Se manteve
2204402;Episódico;Episódico;Se manteve
2204501;Episódico/Epidêmico;Episódico;Melhorou
2204550;Episódico;Episódico;Se manteve
2204600;Episódico;Episódico;Se manteve
2204659;Episódico/Epidêmico;Episódico;Melhorou
2204709;Episódico/Epidêmico;Episódico;Melhorou
2204808;Episódico/Epidêmico;Episódico;Melhorou
2204907;Episódico;Episódico;Se manteve
2205003;Episódico;Episódico/Epidêmico;Piorou
2205102;Episódico;Episódico;Se manteve
2205151;Episódico/Epidêmico;Episódico;Melhorou
2205201;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2205250;Episódico;Episódico;Se manteve
2205276;Episódico;Episódico;Se manteve
2205300;Episódico;Episódico;Se manteve
2205359;Sem transmissão;Episódico;Piorou
2205409;Episódico/Epidêmico;Episódico;Melhorou
2205458;Episódico;Episódico;Se manteve
2205508;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2205516;Episódico;Episódico;Se manteve
2205524;Episódico/Epidêmico;Episódico;Melhorou
2205532;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2205540;Episódico;Episódico;Se manteve
2205557;Episódico;Episódico;Se manteve
2205565;Episódico;Episódico;Se manteve
2205573;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2205581;Episódico;Episódico;Se manteve
2205599;Episódico/Epidêmico;Episódico;Melhorou
2205607;Episódico/Epidêmico;Episódico;Melhorou
2205706;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2205805;Episódico;Episódico;Se manteve
2205854;Episódico;Episódico;Se manteve
2205904;Episódico;Episódico;Se manteve
2205953;Episódico;Episódico;Se manteve
2206001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2206050;Episódico;Episódico;Se manteve
2206100;Episódico/Epidêmico;Episódico;Melhorou
2206209;Episódico/Epidêmico;Episódico;Melhorou
2206308;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2206357;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2206407;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2206506;Episódico/Epidêmico;Episódico;Melhorou
2206605;Episódico;Episódico;Se manteve
2206654;Episódico;Episódico;Se manteve
2206670;Episódico/Epidêmico;Episódico;Melhorou
2206696;Episódico;Episódico;Se manteve
2206704;Episódico;Episódico;Se manteve
2206720;Episódico;Episódico;Se manteve
2206753;Episódico;Episódico;Se manteve
2206803;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2206902;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2206951;Episódico;Episódico;Se manteve
2207009;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2207108;Episódico;Episódico;Se manteve
2207207;Episódico;Episódico;Se manteve
2207306;Episódico;Episódico;Se manteve
2207355;Episódico;Episódico;Se manteve
2207405;Episódico;Episódico;Se manteve
2207504;Episódico;Episódico;Se manteve
2207553;Episódico;Episódico;Se manteve
2207603;Episódico;Episódico/Epidêmico;Piorou
2207702;Epidêmico;Epidêmico;Se manteve
2207751;Episódico;Episódico;Se manteve
2207777;Episódico/Epidêmico;Episódico;Melhorou
2207793;Episódico;Episódico;Se manteve
2207801;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2207850;Sem transmissão;Episódico;Piorou
2207900;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2207934;Sem transmissão;Episódico;Piorou
2207959;Sem transmissão;Episódico;Piorou
2208007;Epidêmico;Episódico/Epidêmico;Melhorou
2208106;Episódico/Epidêmico;Episódico;Melhorou
2208205;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2208304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2208403;Epidêmico;Episódico/Epidêmico;Melhorou
2208502;Episódico;Sem transmissão;Melhorou
2208551;Episódico;Episódico;Se manteve
2208601;Episódico;Episódico;Se manteve
2208650;Episódico;Episódico;Se manteve
2208700;Episódico/Epidêmico;Episódico;Melhorou
2208809;Episódico/Epidêmico;Episódico;Melhorou
2208858;Episódico;Episódico;Se manteve
2208874;Episódico;Episódico;Se manteve
2208908;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2209005;Episódico;Episódico;Se manteve
2209104;Sem transmissão;Episódico;Piorou
2209153;Episódico;Episódico;Se manteve
2209203;Episódico;Episódico;Se manteve
2209302;Sem transmissão;Episódico;Piorou
2209351;Episódico;Episódico;Se manteve
2209377;Episódico;Episódico;Se manteve
2209401;Episódico;Episódico;Se manteve
2209450;Episódico;Episódico;Se manteve
2209500;Episódico;Episódico;Se manteve
2209559;Episódico;Episódico;Se manteve
2209609;Episódico/Epidêmico;Episódico;Melhorou
2209658;Episódico;Episódico;Se manteve
2209708;Episódico;Sem transmissão;Melhorou
2209757;Episódico;Episódico;Se manteve
2209807;Episódico;Episódico;Se manteve
2209856;Episódico;Episódico;Se manteve
2209872;Episódico;Episódico;Se manteve
2209906;Episódico;Episódico;Se manteve
2209955;Episódico/Epidêmico;Episódico;Melhorou
2209971;Episódico;Episódico;Se manteve
2210003;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2210052;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2210102;Sem transmissão;Episódico;Piorou
2210201;Episódico;Episódico;Se manteve
2210300;Episódico;Episódico;Se manteve
2210359;Episódico;Episódico;Se manteve
2210375;Episódico;Episódico;Se manteve
2210383;Episódico;Episódico;Se manteve
2210391;Episódico;Episódico;Se manteve
2210409;Episódico/Epidêmico;Episódico;Melhorou
2210508;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2210607;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2210623;Episódico;Episódico;Se manteve
2210631;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2210656;Episódico;Sem transmissão;Melhorou
2210706;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2210805;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2210904;Sem transmissão;Episódico;Piorou
2210938;Episódico;Episódico;Se manteve
2210953;Episódico;Episódico;Se manteve
2210979;Episódico;Episódico;Se manteve
2211001;Epidêmico;Epidêmico;Se manteve
2211100;Episódico/Epidêmico;Episódico;Melhorou
2211209;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2211308;Episódico/Epidêmico;Episódico;Melhorou
2211357;Episódico;Episódico;Se manteve
2211407;Episódico/Epidêmico;Episódico;Melhorou
2211506;Episódico;Episódico/Epidêmico;Piorou
2211605;Episódico;Episódico;Se manteve
2211704;Sem transmissão;Episódico;Piorou
2300101;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2300150;Episódico/Epidêmico;Episódico;Melhorou
2300200;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2300309;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2300408;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2300507;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
2300606;Episódico/Epidêmico;Episódico;Melhorou
